11,6249,3159,3347,19
12,6249,3159,452,14
21,937,9998,1785,3
31,7697,5294,145,7
41,671,9899,1979,23
51,4288,8596,3570,7
52,4288,8596,3436,18
61,2857,6804,1480,1
62,2857,6804,521,19
63,2857,6804,2482,1
71,562,9635,2329,10
81,233,5821,376,18
82,233,5821,2433,19
91,329,5790,3728,4
101,1323,6867,2635,6
102,1323,6867,58,13
111,4707,3746,3741,4
121,3284,4401,1808,6
122,3284,4401,4603,3
131,2040,8223,1229,13
132,2040,8223,4557,1
133,2040,8223,731,24
141,382,1400,3782,20
142,382,1400,1922,24
151,9332,2096,1194,4
152,9332,2096,400,9
161,4512,8791,4126,24
162,4512,8791,1555,24
163,4512,8791,4570,19
171,48,7150,4249,2
181,8589,3558,3159,24
182,8589,3558,668,10
183,8589,3558,3793,18
191,3725,2265,305,23
192,3725,2265,672,13
201,49,9294,3091,12
211,6729,241,16,14
212,6729,241,3002,19
221,1407,6985,684,7
222,1407,6985,602,3
231,9962,9803,3986,17
241,8311,2437,1428,23
251,3211,9274,1299,5
261,1453,6767,1229,18
271,2446,7388,1310,23
272,2446,7388,1144,12
273,2446,7388,413,8
281,7492,6291,4147,22
282,7492,6291,4359,17
283,7492,6291,3752,14
291,1570,3885,817,4
292,1570,3885,4958,6
293,1570,3885,361,5
301,6616,512,1847,15
302,6616,512,8,9
303,6616,512,1705,18
311,1967,954,2949,1
312,1967,954,3727,20
321,5050,8202,4056,10
322,5050,8202,4154,1
323,5050,8202,1775,6
331,3018,8642,1664,1
332,3018,8642,4860,1
341,4902,4410,3533,16
342,4902,4410,3417,19
343,4902,4410,2625,1
351,9127,8808,50,18
361,3279,132,2606,4
371,7918,6197,1379,14
372,7918,6197,4204,23
373,7918,6197,850,3
381,8407,8868,1048,8
382,8407,8868,2785,9
391,2596,849,70,6
392,2596,849,3999,1
401,6208,2272,4045,12
402,6208,2272,2230,13
411,979,2902,311,18
412,979,2902,3238,22
421,4417,1470,4797,14
431,4026,1389,3516,19
441,9832,6084,4934,11
442,9832,6084,1674,23
443,9832,6084,2250,7
451,3822,403,2251,13
461,1459,5205,4902,5
471,5405,8105,1131,18
472,5405,8105,4945,3
481,7001,6199,985,10
482,7001,6199,865,5
483,7001,6199,4481,20
491,1993,8267,454,14
501,712,4008,353,3
502,712,4008,3994,2
503,712,4008,398,16
511,5804,9283,4985,22
512,5804,9283,1793,10
513,5804,9283,3653,7
521,4400,5444,392,18
522,4400,5444,3488,13
523,4400,5444,2410,16
531,8174,5098,2658,3
532,8174,5098,4713,13
541,4160,4365,4072,22
551,8314,5634,4709,18
552,8314,5634,778,5
553,8314,5634,2194,23
561,2278,9893,3337,20
562,2278,9893,3709,14
571,1493,4956,69,9
572,1493,4956,2878,4
581,1781,1481,1743,20
582,1781,1481,135,8
583,1781,1481,468,14
591,6858,1440,2643,17
592,6858,1440,949,22
593,6858,1440,550,5
601,4593,8815,3049,16
602,4593,8815,2343,4
603,4593,8815,2912,16
611,7479,814,334,7
612,7479,814,1027,1
621,6997,1395,4754,22
622,6997,1395,3314,6
631,8027,1395,733,17
632,8027,1395,3599,4
633,8027,1395,3775,12
641,478,8162,1181,15
651,5764,8746,2185,7
652,5764,8746,874,4
661,4832,18,2224,18
671,6525,9052,834,18
672,6525,9052,4814,7
673,6525,9052,3041,17
681,4510,678,1946,22
