11,5813,7812,4615,18
12,5813,7812,3630,18
13,5813,7812,4845,10
21,3361,2355,86,16
31,6611,5892,4793,9
32,6611,5892,553,2
33,6611,5892,822,18
41,1679,7691,3140,1
42,1679,7691,4370,19
43,1679,7691,3563,20
51,3309,2146,851,7
52,3309,2146,2740,14
61,9921,2191,9,1
71,1166,7703,2563,10
72,1166,7703,3957,3
81,9804,4818,2863,24
82,9804,4818,4608,21
91,4347,8872,376,5
92,4347,8872,2835,20
93,4347,8872,106,8
101,1201,8030,654,10
102,1201,8030,1761,11
103,1201,8030,993,8
111,9547,2996,837,23
121,6209,1372,1933,15
122,6209,1372,4743,1
123,6209,1372,1364,7
131,6324,5450,3272,14
141,8627,4036,17,18
142,8627,4036,1866,15
151,4908,3539,4413,13
161,5004,9264,3182,17
162,5004,9264,276,5
171,6703,2997,3205,4
181,874,477,113,20
191,716,9753,1473,9
192,716,9753,2774,19
201,7886,3117,4435,6
211,6929,1096,2981,5
212,6929,1096,1786,22
213,6929,1096,3470,22
221,3184,9658,3024,21
231,5311,4543,3823,10
232,5311,4543,4539,16
241,2532,5608,4772,15
242,2532,5608,4621,12
243,2532,5608,1585,15
251,9572,545,46,6
261,6507,6233,3038,13
262,6507,6233,680,20
263,6507,6233,4484,16
271,6796,9567,1682,7
272,6796,9567,553,4
281,2819,5878,2587,16
282,2819,5878,4403,4
291,3723,8866,2287,18
301,4306,4387,116,23
302,4306,4387,2543,4
303,4306,4387,4175,1
311,2300,5433,323,5
312,2300,5433,1966,8
321,1967,3082,2066,14
322,1967,3082,3822,15
331,8146,8813,4822,13
332,8146,8813,197,18
333,8146,8813,1131,12
341,3361,2336,69,10
351,2380,6025,960,5
361,4449,5509,4538,3
362,4449,5509,1331,15
363,4449,5509,2193,3
371,8713,4907,4845,8
372,8713,4907,4074,24
373,8713,4907,532,3
381,7325,7779,2186,5
382,7325,7779,2585,14
383,7325,7779,3196,1
391,5129,8572,436,18
401,4317,7979,3537,18
402,4317,7979,2335,8
411,8303,3865,3310,17
421,7451,1830,225,6
422,7451,1830,46,23
431,4638,8666,1814,18
441,8071,2919,1274,5
442,8071,2919,989,6
443,8071,2919,4255,21
451,6393,8115,4625,5
461,5559,7573,2372,4
462,5559,7573,192,4
463,5559,7573,4723,5
471,9549,6428,2209,13
472,9549,6428,3141,22
481,5106,5517,4400,14
482,5106,5517,976,16
483,5106,5517,948,23
491,1786,2642,3019,22
492,1786,2642,4711,2
493,1786,2642,2140,23
501,3299,1564,1117,13
511,1303,4228,779,13
512,1303,4228,330,9
513,1303,4228,402,19
521,2261,7594,3005,2
522,2261,7594,4479,18
531,1050,5900,1721,8
541,4534,8658,3003,22
551,4634,5543,2672,11
552,4634,5543,24,1
561,9387,4863,3887,3
562,9387,4863,4707,4
563,9387,4863,3335,6
571,2981,8952,894,18
572,2981,8952,1763,20
581,991,1676,659,8
591,107,194,1354,14
601,1693,6355,855,4
611,8221,3106,4853,21
621,4457,3168,3344,16
622,4457,3168,4168,2
623,4457,3168,2487,24
631,856,9578,4986,12
641,1656,9897,3593,13
642,1656,9897,792,21
651,6764,6087,528,23
652,6764,6087,926,22
661,4115,5523,2209,6
662,4115,5523,4810,14
671,8400,2794,3801,24
672,8400,2794,2038,3
673,8400,2794,3798,12
681,3036,8990,2040,13
691,7265,1197,1454,17
692,7265,1197,3174,9
701,2417,1703,1258,14
711,7316,2100,1371,22
721,4482,869,4630,1
731,3042,3293,3432,5
732,3042,3293,4372,24
741,6810,3821,749,16
742,6810,3821,752,17
751,1881,8015,3442,2
761,3994,3486,1384,1
762,3994,3486,1149,1
771,5144,1805,4352,24
772,5144,1805,2188,15
773,5144,1805,4858,11
781,1808,2395,989,22
791,9800,5006,4564,23
792,9800,5006,2525,19
801,8642,2910,4090,6
811,7218,2181,2026,5
812,7218,2181,4057,8
821,5850,3712,644,11
822,5850,3712,1765,18
823,5850,3712,2522,23
831,9524,6923,1421,3
832,9524,6923,4234,23
833,9524,6923,2148,16
841,9467,6238,128,20
842,9467,6238,715,2
843,9467,6238,2649,2
851,8705,6252,1485,8
852,8705,6252,4799,1
853,8705,6252,956,1
861,1592,4149,1081,12
871,9893,520,1483,22
872,9893,520,1336,7
873,9893,520,3031,15
881,9853,6305,3169,18
882,9853,6305,3744,7
891,2058,3837,3400,20
901,8912,1847,151,15
902,8912,1847,1357,8
903,8912,1847,1853,2
911,3206,4965,704,13
912,3206,4965,2359,18
921,7038,6738,917,24
922,7038,6738,4871,23
931,8388,2165,2771,19
932,8388,2165,2610,6
933,8388,2165,4908,20
941,7487,3935,253,13
942,7487,3935,470,8
943,7487,3935,993,4
951,6085,1668,4797,18
952,6085,1668,3365,3
953,6085,1668,4882,1
961,4458,1759,891,12
962,4458,1759,1571,24
971,7540,9476,1144,11
972,7540,9476,4630,22
981,7413,4920,2406,12
982,7413,4920,3285,1
983,7413,4920,4647,3
991,5063,8486,29,9
992,5063,8486,4087,8
1001,8896,5956,1336,10
1002,8896,5956,2356,8
1003,8896,5956,3518,7
1011,5877,3237,2358,10
1021,9588,7707,4354,17
1031,7153,5188,4478,11
1041,6151,2567,2151,14
1042,6151,2567,1919,16
1051,1786,3046,3996,18
1061,4628,7182,4405,17
1062,4628,7182,2783,17
1063,4628,7182,248,3
1071,1193,7217,903,11
1072,1193,7217,1023,21
1081,8920,6636,3303,10
1091,2387,603,2007,9
1092,2387,603,302,7
1093,2387,603,2345,21
1101,8648,4413,1088,18
1102,8648,4413,1837,6
1103,8648,4413,2755,17
1111,8684,7435,3037,8
1112,8684,7435,4063,21
1113,8684,7435,1090,5
1121,4142,4230,525,20
1122,4142,4230,439,17
1131,5355,6815,1073,13
1132,5355,6815,521,12
1133,5355,6815,2905,24
1141,6984,7808,4616,4
1142,6984,7808,2452,4
1143,6984,7808,1770,9
1151,8946,3021,190,6
1161,1129,1132,2192,23
1162,1129,1132,3584,24
1171,9048,4263,4420,16
1172,9048,4263,522,17
1181,8422,690,621,12
1182,8422,690,4168,4
1183,8422,690,1604,19
1191,3780,845,441,15
1192,3780,845,4653,6
1193,3780,845,3503,24
1201,3367,819,3180,22
1211,3669,5606,4475,5
1212,3669,5606,3594,12
1213,3669,5606,1659,22
1221,599,2444,3294,15
1231,6840,3922,2131,2
1241,2922,8508,4975,5
1242,2922,8508,3677,10
1251,1730,6122,422,14
1252,1730,6122,4570,15
1253,1730,6122,126,23
1261,2995,6911,1131,19
1262,2995,6911,4639,3
1271,404,2985,3715,11
1272,404,2985,4927,8
1273,404,2985,3530,18
1281,7104,6958,2417,4
1282,7104,6958,4206,13
1291,9995,9160,407,11
1292,9995,9160,683,17
1301,2516,9577,2896,24
1302,2516,9577,4045,18
1311,2638,3243,70,15
1312,2638,3243,1709,3
1321,155,803,220,24
1331,540,7168,4994,17
1341,8674,9709,3922,4
1342,8674,9709,3529,7
1351,9841,1357,4208,9
1361,8239,629,3389,21
1371,7415,6795,1052,17
1381,7853,7293,1749,6
1382,7853,7293,1775,3
1391,5532,3335,723,16
1401,7796,1714,4738,10
1411,203,6674,712,1
1421,7565,1727,3759,13
1422,7565,1727,4035,17
1431,7071,8339,1174,14
1441,3175,183,1834,12
1442,3175,183,944,4
1443,3175,183,3973,2
1451,3756,6098,4913,18
1452,3756,6098,4957,13
1453,3756,6098,397,18
1461,5561,3299,2092,2
1471,4141,8913,1771,21
1472,4141,8913,4087,11
1473,4141,8913,417,10
1481,2988,8996,3938,11
1491,554,9797,2476,7
1492,554,9797,1582,1
1501,387,7468,1046,11
1502,387,7468,3250,3
1511,6883,5388,4667,10
1512,6883,5388,2826,21
1513,6883,5388,2027,18
1521,8534,5384,439,15
1522,8534,5384,812,8
1531,403,7488,87,13
1532,403,7488,1319,18
1533,403,7488,420,17
1541,6374,2123,1674,14
1542,6374,2123,1590,23
1551,5284,226,3410,24
1552,5284,226,4641,20
1561,795,8783,2432,2
1571,8146,73,3329,1
1572,8146,73,3906,20
1581,6114,8303,3967,24
1591,3260,8404,2474,18
1601,2214,5750,2827,10
1602,2214,5750,3820,13
1603,2214,5750,3173,2
1611,9634,3044,989,5
1621,8642,3384,1034,20
1631,99,3861,1446,23
1641,6319,8333,3985,19
1651,6854,8821,1122,3
1652,6854,8821,4224,7
1661,6989,4687,3886,18
1662,6989,4687,4390,4
1671,3632,7978,1621,4
1672,3632,7978,3903,2
1673,3632,7978,4031,24
1681,3856,8514,3804,12
1691,552,6426,2408,16
1692,552,6426,4393,19
1693,552,6426,3170,1
1701,7478,167,3436,13
1702,7478,167,196,19
1703,7478,167,350,4
1711,7571,815,419,5
1712,7571,815,1356,4
1721,1599,518,673,17
1722,1599,518,726,1
1731,7440,4519,2022,22
1732,7440,4519,4463,3
1741,278,1493,2853,21
1742,278,1493,897,11
1751,5088,7311,1605,17
1761,7977,3104,3833,22
1762,7977,3104,3201,3
1771,4007,9096,2838,1
1781,2564,4501,367,5
1782,2564,4501,2678,13
1791,9345,2365,3568,10
1801,7821,3920,2270,12
1802,7821,3920,3433,13
1811,5058,3759,187,2
1812,5058,3759,35,1
1821,1751,469,3961,20
1822,1751,469,4972,6
1823,1751,469,2556,16
1831,4462,1676,1353,11
1832,4462,1676,3171,10
1833,4462,1676,1093,14
1841,5118,1596,2067,1
1842,5118,1596,2877,6
1851,3180,8679,934,6
1861,5899,6984,3437,10
1862,5899,6984,1123,16
1871,9385,6784,2511,12
1872,9385,6784,3009,5
1881,5947,5646,3706,17
1891,5450,7566,2240,9
1892,5450,7566,4598,5
1901,7249,5090,4816,17
1902,7249,5090,2240,16
1903,7249,5090,755,10
1911,2954,8922,1628,8
1912,2954,8922,3623,1
1921,8258,4912,3478,10
1922,8258,4912,1104,11
1923,8258,4912,1731,11
1931,7215,3708,2926,20
1932,7215,3708,2667,10
1941,4520,2584,4867,17
1951,4822,1989,2867,20
1952,4822,1989,4442,6
1961,8420,93,4013,11
1962,8420,93,4667,10
1971,6240,4747,3738,11
1972,6240,4747,4164,19
1981,2097,3766,4233,4
1991,3692,183,470,13
2001,2438,5288,3946,3
101001010,4539,6320,10000,1
101001011,6320,4329,9900,2
101001020,4539,6320,10000,1
101001021,6320,4329,9900,2
101001030,4539,6320,10000,1
101001031,6320,4329,9900,2
101001040,4539,6320,10000,1
101001041,6320,4329,9900,2
101001050,4539,6320,10000,1
101001051,6320,4329,9900,2
101001060,4539,6320,10000,1
101001061,6320,4329,9900,2
101001070,4539,6320,10000,1
101001071,6320,4329,9900,2
101001080,4539,6320,10000,1
101001081,6320,4329,9900,2
101001090,4539,6320,10000,1
101001091,6320,4329,9900,2
102001010,4539,2575,10000,1
102001011,2575,4329,9900,2
102001020,4539,2575,10000,1
102001021,2575,4329,9900,2
102001030,4539,2575,10000,1
102001031,2575,4329,9900,2
102001040,4539,2575,10000,1
102001041,2575,4329,9900,2
102001050,4539,2575,10000,1
102001051,2575,4329,9900,2
102001060,4539,2575,10000,1
102001061,2575,4329,9900,2
102001070,4539,2575,10000,1
102001071,2575,4329,9900,2
102001080,4539,2575,10000,1
102001081,2575,4329,9900,2
102001090,4539,2575,10000,1
102001091,2575,4329,9900,2
102001100,4539,2575,10000,1
102001101,2575,4329,9900,2
102001110,4539,2575,10000,1
102001111,2575,4329,9900,2
102001120,4539,2575,10000,1
102001121,2575,4329,9900,2
103001010,4539,1591,10000,1
103001011,1591,4329,9900,2
103001020,4539,1591,10000,1
103001021,1591,4329,9900,2
103001030,4539,1591,10000,1
103001031,1591,4329,9900,2
103001040,4539,1591,10000,1
103001041,1591,4329,9900,2
103001050,4539,1591,10000,1
103001051,1591,4329,9900,2
103001060,4539,1591,10000,1
103001061,1591,4329,9900,2
103001070,4539,1591,10000,1
103001071,1591,4329,9900,2
201001010,5199,6067,10000,1
201001011,6067,8194,9900,2
201001020,5199,6067,10000,1
